player_name,events_played,wins,x_wins,x_wins_majors,rounds_played,shotlink_played,putt_true,arg_true,app_true,ott_true,t2g_true,total_true
"Woods, Tiger",18,8,6.78,1.046,72,43,0.8011553488372093,0.1758313953488372,1.9340604651162792,0.7896327906976743,2.899524651162791,3.7360131944444444
"Els, Ernie",25,1,1.7259999999999998,0.31299999999999994,98,44,0.052835454545454526,0.2406431818181818,1.27254,0.6110713636363636,2.1242545454545456,2.1042082653061227
"Rose, Justin",20,2,0.923,0.027000000000000003,79,39,0.1373874358974359,0.33034487179487176,0.6289438461538461,0.29636410256410256,1.2556528205128206,2.080784430379747
"Furyk, Jim",24,1,1.115,0.20400000000000001,90,62,-0.034548225806451595,0.49307016129032255,0.8188390322580645,0.32428548387096773,1.6361946774193548,2.036390222222222
"Mickelson, Phil",21,3,4.079,0,75,52,0.22327211538461536,0.5660228846153846,0.8271571153846153,0.45466365384615387,1.8478436538461538,2.0149330666666665
"Stricker, Steve",23,1,2.711,0.008,84,61,0.404301475409836,0.4235211475409836,1.0640485245901639,0.11921737704918033,1.6067870491803276,1.917157619047619
"Singh, Vijay",28,2,2.038,0.001,108,82,0.028149512195121965,0.4080124390243902,0.6405734146341463,0.6871293902439025,1.735715243902439,1.8436262037037037
"Choi, K.J.",26,2,2.088,0.008,93,64,0.609171875,0.73221671875,0.30967703124999996,0.3023825,1.34427625,1.7441640860215053
"Johnson, Zach",22,2,0.879,0.158,79,60,0.7226815,-0.15893816666666666,0.6071741666666667,0.3255825,0.7738185,1.631979493670886
"Harrington, Padraig",25,2,0.44,0.136,94,46,0.3168308695652174,0.2925882608695652,0.4877671739130434,0.251005652173913,1.0313610869565215,1.591280744680851
"Scott, Adam",19,1,1.2620000000000002,0.002,72,54,0.2020635185185185,-0.007706111111111113,0.9595864814814815,0.6329312962962962,1.5848116666666665,1.5861605555555556
"Verplank, Scott",22,1,0.30300000000000005,0.015,81,55,-0.19713000000000003,0.2486518181818182,0.8915434545454545,0.44401509090909097,1.5842103636363636,1.4939703703703704
"Sabbatini, Rory",24,1,1.099,0.037,86,59,0.648406779661017,0.3996145762711864,0.4899147457627118,0.28799983050847455,1.1775291525423728,1.4906127906976745
"Garcia, Sergio",24,0,0.807,0.128,88,55,0.3448661818181818,0.43432963636363636,1.0256809090909091,0.184394,1.6444045454545455,1.4898089772727274
"Baddeley, Aaron",23,1,1.954,0.002,84,66,0.6965327272727272,0.6042225757575758,-0.018301969696969678,0.2924486363636364,0.8783692424242424,1.4456360714285714
"Toms, David",21,0,0.29600000000000004,0.027,77,59,0.3283837288135593,0.14530322033898307,0.7594766101694915,-0.015267966101694909,0.8895118644067797,1.3769220779220779
"Oberholser, Arron",19,0,0.698,0.017,68,49,0.43473877551020407,0.47625224489795914,0.49045959183673465,0.23503102040816326,1.201742857142857,1.3744232352941177
"Clark, Tim",18,0,0.14900000000000002,0.002,64,49,0.8033108163265306,0.2041030612244898,0.41019265306122454,-0.019060408163265315,0.595235306122449,1.365165625
"Ogilvy, Geoff",21,0,0.318,0.008,78,64,0.139700625,0.26634171875,0.26836578125,0.6662353125,1.2009428125000001,1.3544684615384615
"Donald, Luke",25,0,0.433,0.002,91,50,0.486183,0.4028428,0.34814880000000004,0.12888480000000002,0.8798764000000001,1.2510497802197802
"Cink, Stewart",24,0,0.547,0.014,88,68,0.49513838235294116,-0.015295588235294122,0.7649460294117647,-0.14232779411764707,0.6073226470588236,1.23621875
"Poulter, Ian",26,0,0.10900000000000001,0.001,91,39,0.015820769230769204,0.7140884615384616,0.2284953846153846,0.401351282051282,1.3439351282051284,1.1736696703296703
"Slocum, Heath",28,0,0.17099999999999999,0,101,89,0.2581656179775281,0.1388,0.5022469662921348,0.18307820224719104,0.8241251685393259,1.1286460396039604
"Weir, Mike",23,1,0.641,0.006,85,60,-0.25221166666666667,0.5427373333333333,0.358651,0.3316348333333333,1.2330231666666664,1.109195294117647
"Mahan, Hunter",27,1,0.9710000000000001,0.016,91,70,0.256227,-0.37304442857142855,0.44951257142857143,0.5805265714285714,0.6569947142857144,1.09740989010989
"Ames, Stephen",22,1,0.11099999999999999,0.007,77,58,0.30524379310344824,-0.23844879310344827,0.6187460344827587,0.21459706896551722,0.5948943103448276,1.081728961038961
"Glover, Lucas",27,0,0.046000000000000006,0,97,74,0.14163810810810812,-0.0663877027027027,0.21119527027027027,0.5996133783783784,0.744420945945946,1.0489199999999999
"Westwood, Lee",27,2,0.7320000000000001,0,105,12,-0.926535,0.082565,0.3894875,1.1110041666666668,1.5830566666666668,1.0376361904761906
"Van Pelt, Bo",30,0,0.043000000000000003,0,104,93,0.18555451612903226,0.17239010752688172,0.34092774193548386,0.3955489247311828,0.9088667741935483,1.0080557692307692
"O'Hair, Sean",29,0,0.258,0,101,83,0.20280831325301202,0.06664277108433736,0.5114472289156626,0.5281149397590361,1.106204939759036,0.9968605940594059
"Snedeker, Brandt",29,1,0.16100000000000003,0,105,82,0.5730081707317073,0.11995731707317073,0.32717463414634146,-0.11201378048780489,0.3351181707317073,0.9965508571428571
"Jacobson, Freddie",20,0,0.31900000000000006,0,70,66,0.6860137878787879,0.15304757575757574,0.25472575757575755,-0.029325757575757585,0.3784475757575757,0.9877321428571428
"Pampling, Rod",25,0,0.334,0,94,70,0.06224514285714285,0.20864757142857143,0.39485400000000004,0.41959028571428575,1.023091857142857,0.9854640425531915
"Villegas, Camilo",25,0,0.112,0,86,69,0.08718275362318842,-0.03727840579710145,0.7260671014492753,0.43942884057971016,1.128217536231884,0.9820477906976743
"Stenson, Henrik",24,2,0.09400000000000001,0,83,36,0.3611047222222223,-0.3566461111111111,0.40072166666666664,0.3319741666666667,0.3760497222222222,0.9400340963855421
"Rollins, John",28,0,0.8840000000000001,0,101,80,0.16027912500000002,0.22476225,-0.014174499999999996,0.534295,0.7448827499999999,0.9392344554455445
"Pettersson, Carl",30,0,0.056,0.001,110,88,0.26272636363636365,0.22121443181818182,0.4162364772727273,0.1575219318181818,0.7949728409090909,0.9195097272727272
"Goosen, Retief",26,1,0.131,0.037,92,34,0.042199117647058804,0.1527191176470588,0.3846164705882353,0.07635647058823529,0.6136920588235294,0.9190822826086957
"Green, Richard",16,1,0.011,0.03,60,7,0.915,-0.25967285714285715,0.1272371428571429,-0.6566571428571428,-0.789092857142857,0.905528
"Langer, Bernhard",17,0,0.09,0,59,37,0.24328243243243244,-0.25506351351351353,0.6327678378378379,-0.1755127027027027,0.20219162162162163,0.8999666101694915
"Kim, Anthony",26,0,0.262,0,93,76,-0.10841973684210529,0.03316986842105261,0.26788973684210526,0.6399805263157895,0.9410401315789474,0.8984591397849463
"Weekley, Boo",30,1,1.014,0.004,105,76,-0.15499657894736843,-0.2621501315789474,0.3832109210526316,0.9866338157894737,1.107694605263158,0.8850119047619047
"Appleby, Stuart",26,0,0.14100000000000001,0.01,85,58,0.0007027586206896421,0.5372056896551725,0.006468448275862084,0.1421639655172414,0.6858381034482759,0.8770208235294117
"Immelman, Trevor",23,0,0.07900000000000001,0.008,78,52,-0.20974961538461537,0.11548903846153848,0.542115576923077,0.49226192307692307,1.1498665384615387,0.8712550000000001
"Byrd, Jonathan",23,1,0.087,0,73,60,0.35018316666666666,0.3145228333333333,0.24863633333333332,-0.13421,0.4289491666666666,0.8435439726027397
"Kelly, Jerry",28,0,0.137,0.028,101,71,-0.20845295774647887,0.13894478873239438,0.6196638028169014,0.3675822535211268,1.1261908450704226,0.8409107920792079
"Senden, John",28,0,0.122,0.017,101,82,-0.23306524390243905,0.001658414634146338,0.5445251219512195,0.4392624390243902,0.985445975609756,0.8300281188118812
"Austin, Woody",27,1,1.007,0.464,95,82,-0.17206914634146342,-0.00759926829268293,0.5172501219512196,0.2654276829268293,0.7750785365853659,0.8217607368421054
"Perry, Kenny",24,0,0.333,0,83,73,-0.3188308219178082,0.08727205479452055,0.5383145205479452,0.5488710958904109,1.1744576712328767,0.7705732530120482
"Perez, Pat",27,0,0.055999999999999994,0.001,84,61,0.11100377049180327,0.09431032786885246,0.3562162295081967,-0.0484995081967213,0.4020270491803279,0.7644653571428572
"Casey, Paul",24,1,0.030000000000000002,0.007,89,18,0.5365933333333334,-0.21975444444444447,0.5354627777777777,0.26147722222222225,0.5771855555555555,0.7611911235955056
"Howell III, Charles",25,1,1.2209999999999999,0,86,66,0.39805939393939394,0.15070015151515154,0.33857136363636364,-0.10364818181818182,0.3856233333333334,0.7568687209302326
"Allenby, Robert",28,0,0.6160000000000001,0,93,75,-0.3204512,-0.40834813333333336,0.9968674666666667,0.7278746666666667,1.3163939999999998,0.7548493548387097
"Sterne, Richard",21,1,0.047,0,77,4,0.33640000000000003,-0.2921525,0.43216999999999994,-0.5503574999999999,-0.41034,0.7525781818181818
"Calcavecchia, Mark",29,1,0.622,0,97,73,-0.1669060273972603,0.13897945205479453,0.4647408219178082,0.3516190410958904,0.9553393150684931,0.737911649484536
"Fasth, Niclas",25,1,0.07100000000000001,0.103,90,14,-0.03487857142857141,-0.47339642857142855,0.37189785714285717,0.5593014285714285,0.4578028571428571,0.7145546666666666
"Jimenez, Miguel A",25,0,0.020999999999999998,0.003,90,2,-0.52063,-0.662555,0.150195,0.497515,-0.014844999999999997,0.6888044444444444
"Bryant, Bart",24,0,0.264,0,86,72,0.21847236111111112,0.02007041666666666,0.3126513888888889,0.21052861111111112,0.5432504166666666,0.6845418604651162
"Duke, Ken",31,0,0.14700000000000002,0,112,93,0.10944279569892475,-0.11636989247311828,0.26479290322580645,0.3547378494623656,0.5031608602150538,0.6656289285714286
"O'Hern, Nick",26,0,0.244,0,88,51,-0.015935882352941168,0.3579866666666667,0.4244843137254902,-0.2039892156862745,0.5784817647058824,0.6595477272727273
