player_name,events_played,wins,x_wins,x_wins_majors,rounds_played,shotlink_played,putt_true,arg_true,app_true,ott_true,t2g_true,total_true
"Woods, Tiger",21,6,3.5060000000000002,1.132,78,55,0.6894923636363637,0.0017023636363636301,1.0302225454545455,0.998538,2.030462909090909,2.7988741025641026
"Singh, Vijay",29,4,3.2459999999999996,0.018000000000000002,109,84,0.18447249999999998,0.4278528571428571,0.8306417857142857,1.0385863095238095,2.2970809523809526,2.4021886238532106
"Els, Ernie",19,3,1.2969999999999997,0,76,30,0.3867876666666667,0.072731,1.024362,0.7896133333333334,1.8867063333333336,2.1076515789473684
"Furyk, Jim",26,1,3.0149999999999997,0,97,68,0.39205970588235295,0.4546602941176471,1.160939705882353,0.15838397058823528,1.7739839705882354,1.971548762886598
"Mickelson, Phil",20,4,2.8489999999999998,0.054,78,50,0.28377420000000003,0.37717059999999997,0.6846724000000001,0.3906048,1.4524477999999998,1.9286023076923078
"Donald, Luke",24,1,0.776,0.022,92,40,0.40148975,0.44330674999999997,1.10791325,0.18282325000000002,1.73404325,1.9070316304347827
"Garcia, Sergio",22,2,1.7690000000000001,0.011,84,52,-0.21638576923076924,0.27954942307692304,0.7081519230769231,1.102450576923077,2.090151923076923,1.8753211904761906
"Clarke, Darren",21,0,0.507,0,76,28,0.819215,-0.011947142857142861,0.34219642857142857,0.9431346428571429,1.2733839285714286,1.8372009210526317
"Perry, Kenny",23,2,1.982,0.001,84,60,-0.13965383333333337,0.0017360000000000014,1.0179655,1.0008956666666666,2.0205971666666667,1.6767463095238095
"Toms, David",22,1,0.874,0.002,81,60,0.3633711666666667,0.19439566666666666,0.706315,0.279858,1.1805686666666666,1.6316555555555554
"Goosen, Retief",22,1,0.10099999999999999,0.029,83,43,0.13713186046511627,-0.008029767441860451,0.5123525581395348,0.39628883720930236,0.9006116279069768,1.5140433734939758
"Montgomerie, Colin",25,1,0.37600000000000006,0.005,92,10,0.9095169999999999,0.132913,1.446776,0.774956,2.354645,1.4648490217391303
"Scott, Adam",22,2,0.255,0,84,52,0.07024596153846155,0.04789384615384615,0.7683209615384615,0.5541192307692308,1.3703340384615383,1.3997527380952381
"Clark, Tim",28,2,0.4570000000000001,0.01,103,61,-0.17377229508196723,0.21065524590163934,0.7502,0.1027895081967213,1.0636447540983607,1.3605587378640778
"Olazabal, Jose Maria",25,1,0.174,0.002,91,41,0.6766082926829268,0.42050000000000004,0.3075524390243902,-0.1446990243902439,0.5833534146341464,1.343352087912088
"Love III, Davis",23,0,0.51,0.016,79,53,0.23999169811320759,0.028907169811320764,0.5977552830188679,0.5997364150943396,1.2263988679245283,1.3243643037974684
"Verplank, Scott",24,0,0.474,0,86,66,-0.04369136363636363,0.2123586363636364,0.7183901515151515,0.30722409090909086,1.237972878787879,1.295223488372093
"Stenson, Henrik",24,0,0.421,0,90,8,0.716965,-0.028828750000000014,1.61122375,0.698455,2.2808499999999996,1.2914848888888888
"Cabrera, Angel",20,1,0.7270000000000001,0,70,22,-0.09596909090909088,0.15451772727272728,0.2611540909090909,0.6325036363636364,1.0481754545454547,1.276371
"Bjorn, Thomas",23,1,0.07300000000000001,0.023,83,9,0.2643377777777778,0.34274,0.5141344444444446,0.1888866666666667,1.0457611111111114,1.2482980722891566
