player_name,events_played,wins,x_wins,x_wins_majors,rounds_played,shotlink_played,putt_true,arg_true,app_true,ott_true,t2g_true,total_true
"Scheffler, Scottie",21,6,4.817,1.089,84,84,0.6577577380952381,0.3601107142857143,1.4508357142857142,0.8214711904761904,2.632417619047619,3.2901761904761906
"McIlroy, Rory",22,4,2.804,0.202,86,86,0.6659072093023256,0.20721046511627908,0.4342405813953488,0.8838338372093023,1.5252848837209303,2.1911922093023257
"Fleetwood, Tommy",25,2,2.4130000000000003,0,97,94,0.5154263829787235,0.3317977659574468,0.8478154255319148,0.4037293617021277,1.583342553191489,2.0697530927835053
"DeChambeau, Bryson",19,1,1.4759999999999998,0.019,58,53,0.20042056603773584,0.04772698113207547,0.06605811320754718,1.4858303773584904,1.599615471698113,1.920293275862069
"Rahm, Jon",21,0,0.42800000000000005,0.008,66,65,0.2551058461538462,0.35046507692307693,0.42885276923076926,0.8723795384615385,1.6516973846153848,1.9059110606060607
"Henley, Russell",19,1,1.451,0.004,72,72,0.36277166666666666,0.49439472222222225,0.8021397222222223,0.21672013888888889,1.5132545833333335,1.8760273611111111
"Spaun, J.J.",26,1,1.742,0.351,95,88,0.2126921590909091,0.07027318181818183,0.8537001136363636,0.4647855681818181,1.3887588636363635,1.6584141052631578
"Straka, Sepp",23,2,2.01,0,84,82,0.29471658536585366,0.0014023170731707285,0.8362125609756097,0.3457836585365854,1.1833985365853659,1.5339427380952382
"Thomas, Justin",21,1,0.7310000000000001,0,80,78,0.47471756410256416,0.408754358974359,0.5193551282051282,0.08035435897435897,1.0084638461538462,1.505579875
"Cantlay, Patrick",20,0,0.16200000000000003,0,74,72,0.26472708333333334,0.06469833333333333,0.7578654166666667,0.4072848611111111,1.229848611111111,1.5049690540540541
"Griffin, Ben",31,3,1.844,0.005,112,105,0.4213317142857143,0.2047102857142857,0.5602480952380953,0.21524790476190478,0.9802062857142858,1.4686555357142856
"Bradley, Keegan",22,1,0.725,0.002,84,83,0.04819493975903614,0.4965955421686747,0.44425626506024096,0.4254273493975904,1.366279156626506,1.4076494047619046
"Schauffele, Xander",16,1,0.668,0.005,64,60,0.007897499999999976,0.09702783333333333,0.8258506666666666,0.30773766666666663,1.2306161666666666,1.40102875
"Morikawa, Collin",21,0,1.599,0,78,74,-0.14179337837837838,0.008757837837837828,0.9727147297297297,0.5132101351351351,1.4946827027027028,1.364985
"Noren, Alex",17,2,0.752,0.001,58,54,0.7561766666666666,0.24481037037037037,0.3415398148148148,0.04877648148148149,0.6351266666666667,1.3531960344827587
"Fitzpatrick, Matt",27,1,0.254,0.009000000000000001,99,96,0.4354308333333334,0.339205,0.36681541666666667,0.20818385416666665,0.9142042708333333,1.3439068686868687
"Matsuyama, Hideki",27,2,1.423,0,102,93,0.12349526881720431,0.5772289247311828,0.6984723655913979,-0.01688182795698924,1.2588194623655915,1.3270308823529413
"MacIntyre, Robert",30,1,1.65,0.08700000000000001,113,107,0.3409764485981308,0.18627943925233645,0.33080485981308416,0.37152355140186916,0.8886078504672897,1.311854867256637
"Burns, Sam",26,0,0.804,0.006,98,96,0.9329030208333333,0.026097604166666663,0.08721895833333333,0.271426875,0.3847434375,1.3086972448979592
"Aberg, Ludvig",23,1,0.894,0.003,81,80,0.267503,0.027768124999999994,0.32290625,0.60928175,0.959956125,1.2967641975308641
"Hovland, Viktor",21,1,0.44999999999999996,0.037,75,75,0.19481986666666667,-0.047205866666666665,1.0310138666666668,0.10245866666666667,1.086266666666667,1.2810877333333333
"English, Harris",24,1,0.262,0.052000000000000005,92,88,0.5798394318181818,0.13345806818181818,0.27811579545454546,0.27463693181818183,0.6862107954545454,1.2251076086956523
"Niemann, Joaquin",23,5,2.822,0.002,70,59,0.12420932203389831,0.17502016949152543,0.43448474576271184,0.5734384745762712,1.1829433898305084,1.1995818571428571
"Conners, Corey",25,0,0.636,0.002,95,95,0.11528989473684209,-0.003194210526315801,0.5417617894736843,0.5287372631578947,1.067304842105263,1.1825964210526316
"McNealy, Maverick",26,0,1.4300000000000002,0,94,93,0.3811369892473118,0.016957419354838722,0.425557311827957,0.35265688172043014,0.7951716129032258,1.1621057446808511
"Hall, Harry",28,0,0.34,0,103,94,0.9001002127659574,0.3709593617021276,0.0775609574468085,-0.03171712765957447,0.4168031914893617,1.1616000970873785
"Lowry, Shane",26,0,0.42400000000000004,0,96,95,0.07414284210526315,0.05912136842105264,0.8771030526315791,0.11609621052631579,1.0523206315789475,1.1149625
"Day, Jason",18,0,0.269,0.001,65,59,0.24512033898305086,0.4620857627118644,0.13070067796610169,0.13943237288135593,0.7322188135593221,1.1010586153846154
"Spieth, Jordan",19,0,0.14900000000000002,0,72,72,0.20652555555555555,0.2402081944444444,0.21567208333333335,0.40958361111111113,0.8654638888888889,1.0719908333333334
"Rai, Aaron",27,1,0.14300000000000002,0,98,97,-0.14323164948453607,0.1828339175257732,0.6312584536082474,0.3619264948453608,1.1760188659793813,1.030832142857143
"Young, Cameron",26,1,1.0779999999999998,0.015,91,89,0.6356523595505618,0.07308011235955056,-0.02918202247191011,0.4364595505617978,0.4803576404494383,1.0106667032967034
"Rose, Justin",21,1,0.95,0.199,70,69,0.34865840579710144,0.08890985507246375,0.4858840579710144,0.07726768115942029,0.6520615942028984,0.9984410000000001
"Hatton, Tyrrell",25,1,0.271,0.015,83,75,0.18019933333333332,0.0567792,0.6245219999999999,0.07028906666666666,0.7515902666666666,0.9916883132530121
"McCarthy, Denny",23,0,0.067,0.002,88,87,0.7680749425287356,0.0335912643678161,0.35581149425287356,-0.16150390804597703,0.22789885057471262,0.9851287499999999
"Taylor, Nick",24,1,0.153,0,86,82,0.25710926829268294,0.15015060975609754,0.5473169512195122,0.11842865853658537,0.815896219512195,0.9588294186046511
"Berger, Daniel",22,0,0.29100000000000004,0,79,75,-0.03238266666666668,-0.12391626666666665,0.6718658666666667,0.47851613333333337,1.0264657333333334,0.9562693670886077
"Kim, Si Woo",32,0,0.009000000000000001,0.002,109,101,-0.3335680198019802,0.3919784158415842,0.4900981188118812,0.4476229702970297,1.3296995049504952,0.9347205504587156
"Pendrith, Taylor",23,0,0.024,0.004,82,81,0.08661962962962962,-0.04061271604938272,0.27658,0.6059880246913579,0.8419553086419751,0.9275091463414634
"Bhatia, Akshay",28,0,0.45,0,97,97,0.28919226804123715,-0.16660072164948453,0.6605836082474227,0.103909793814433,0.5978926804123712,0.8870863917525773
"Neergaard-Petersen, Rasmus",26,0,0.083,0.001,88,66,-0.23056454545454544,0.003352272727272726,0.5236718181818182,0.4860306060606061,1.013054696969697,0.83351625
