tour,season,avgSgTotal,avgSgOtt,avgSgApp,avgSgArg,avgSgPutt,avgDrivingDistance,avgDrivingAccuracy,playerCount,updatedAt
kft,2025,-0.4893059866962305,-0.1620731707317074,-0.2182505543237249,-0.05909534368070955,-0.04988248337028823,-1.513614190687362,-0.006984478935698446,451,2025-12-27
