time_period,stat,player_name,50_100_fw_shot_count,50_100_fw_value,100_150_fw_shot_count,100_150_fw_value,150_200_fw_shot_count,150_200_fw_value,over_200_fw_shot_count,over_200_fw_value,under_150_rgh_shot_count,under_150_rgh_value,over_150_rgh_shot_count,over_150_rgh_value
l24_months,good shot (over +0.5 sg) rate,"Westmoreland, Kyle",null,null,null,null,null,null,null,null,26,0.077,null,null
l24_months,good shot (over +0.5 sg) rate,"De La Fuente, Santiago",null,null,null,null,103,0,62,0.016,23,0.043,null,null
l24_months,good shot (over +0.5 sg) rate,"Sharma, Shubhankar",null,null,null,null,null,null,null,null,21,0,null,null
l24_months,good shot (over +0.5 sg) rate,"Lamprecht, Christo",null,null,null,null,null,null,null,null,27,0.074,null,null
l24_months,good shot (over +0.5 sg) rate,"McGirt, William",null,null,null,null,null,null,null,null,31,0.065,null,null
l24_months,good shot (over +0.5 sg) rate,"Long, Adam",25,0.12,null,null,104,0.019,null,null,43,0.093,43,0.093
l24_months,good shot (over +0.5 sg) rate,"Musselman, Cooper",null,null,null,null,null,null,null,null,21,0.048,null,null
l24_months,good shot (over +0.5 sg) rate,"Puig, David",null,null,null,null,null,null,null,null,37,0.054,39,0.051
l24_months,good shot (over +0.5 sg) rate,"Meronk, Adrian",21,0.095,null,null,null,null,null,null,null,null,null,null
l24_months,good shot (over +0.5 sg) rate,"Nakajima, Keita",null,null,null,null,null,null,57,0.018,25,0.08,null,null
l24_months,good shot (over +0.5 sg) rate,"Semikawa, Taiga",null,null,null,null,null,null,null,null,31,0.065,null,null
l24_months,good shot (over +0.5 sg) rate,"Dou, Zecheng",null,null,null,null,null,null,null,null,39,0.077,39,0.103
l24_months,good shot (over +0.5 sg) rate,"Mickelson, Phil",31,0.065,null,null,118,0.051,81,0.062,35,0.086,42,0.048
l24_months,good shot (over +0.5 sg) rate,"Stallings, Scott",null,null,null,null,116,0.052,58,0.069,37,0.054,51,0
l24_months,good shot (over +0.5 sg) rate,"Holmes, J.B.",43,0.116,null,null,99,0.061,null,null,45,0.022,53,0.038
l24_months,good shot (over +0.5 sg) rate,"Smith, Jordan",26,0.038,null,null,125,0.088,68,0,23,0.13,null,null
l24_months,good shot (over +0.5 sg) rate,"Migliozzi, Guido",null,null,null,null,null,null,null,null,28,0.214,null,null
l24_months,good shot (over +0.5 sg) rate,"Daffue, MJ",24,0.042,null,null,null,null,null,null,53,0.132,null,null
l24_months,good shot (over +0.5 sg) rate,"Kruyswijk, Jacques",null,null,null,null,null,null,null,null,22,0.091,null,null
l24_months,good shot (over +0.5 sg) rate,"Koepka, Brooks",33,0.061,null,null,151,0.086,97,0.093,34,0.118,52,0.038
l24_months,good shot (over +0.5 sg) rate,"Smith, Cameron",27,0.037,null,null,109,0.037,76,0.013,38,0.079,50,0
l24_months,good shot (over +0.5 sg) rate,"Reed, Patrick",35,0.114,null,null,116,0.095,79,0.051,24,0.042,null,null
l24_months,good shot (over +0.5 sg) rate,"Canter, Laurie",29,0.034,null,null,122,0.066,67,0.03,30,0.1,null,null
l24_months,good shot (over +0.5 sg) rate,"Burmester, Dean",null,null,null,null,null,null,62,0.081,34,0.088,47,0
l24_months,good shot (over +0.5 sg) rate,"Johnson, Dustin",36,0.083,null,null,123,0.033,73,0.068,26,0.038,48,0.021
l24_months,good shot (over +0.5 sg) rate,"Block, Michael",null,null,null,null,null,null,null,null,21,0.095,null,null
l24_months,good shot (over +0.5 sg) rate,"Pavan, Andrea",null,null,null,null,null,null,null,null,23,0.087,null,null
l24_months,good shot (over +0.5 sg) rate,"Gainey, Tommy",21,0.095,null,null,null,null,null,null,30,0,null,null
l24_months,good shot (over +0.5 sg) rate,"Frittelli, Dylan",null,null,null,null,null,null,null,null,34,0.118,null,null
l24_months,good shot (over +0.5 sg) rate,"Walker, Jimmy",null,null,null,null,null,null,null,null,46,0.022,45,0.067
l24_months,good shot (over +0.5 sg) rate,"Garcia, Sergio",null,null,null,null,null,null,57,0.035,null,null,null,null
l24_months,good shot (over +0.5 sg) rate,"Donald, Luke",32,0.031,null,null,126,0.087,80,0.013,34,0.118,51,0.02
l24_months,good shot (over +0.5 sg) rate,"Cantero Gutierrez, Ivan",null,null,null,null,null,null,null,null,25,0,null,null
l24_months,good shot (over +0.5 sg) rate,"Johnson, Tom",null,null,null,null,null,null,null,null,24,0.042,null,null
l24_months,good shot (over +0.5 sg) rate,"Brown, Daniel",null,null,null,null,null,null,null,null,26,0,null,null
l24_months,good shot (over +0.5 sg) rate,"Byrd, Marcus",null,null,null,null,null,null,null,null,21,0.048,null,null
l24_months,good shot (over +0.5 sg) rate,"Weir, Mike",29,0,null,null,null,null,null,null,null,null,null,null
l24_months,good shot (over +0.5 sg) rate,"La Sasso, Michael",null,null,null,null,null,null,null,null,25,0.04,null,null
l24_months,good shot (over +0.5 sg) rate,"Keefer, Johnny",22,0.091,null,null,null,null,null,null,38,0.105,null,null
l24_months,good shot (over +0.5 sg) rate,"McCulloch, Ashton",null,null,null,null,null,null,null,null,24,0.042,null,null
l24_months,good shot (over +0.5 sg) rate,"Brown, Blades",26,0.154,null,null,108,0.056,null,null,28,0.071,38,0
l24_months,good shot (over +0.5 sg) rate,"Hastings, Justin",null,null,null,null,100,0.05,null,null,25,0.04,null,null
l24_months,good shot (over +0.5 sg) rate,"James, Ben",28,0.071,null,null,null,null,null,null,31,0.161,null,null
l24_months,good shot (over +0.5 sg) rate,"Olesen, Jacob Skov",null,null,null,null,null,null,null,null,24,0.125,null,null
l24_months,good shot (over +0.5 sg) rate,"Wise, Aaron",null,null,null,null,null,null,null,null,31,0,null,null
l24_months,good shot (over +0.5 sg) rate,"Jordan, Matthew",null,null,null,null,95,0.053,null,null,28,0.107,null,null
l24_months,good shot (over +0.5 sg) rate,"Docherty, Alistair",null,null,null,null,null,null,null,null,29,0,null,null
l24_months,good shot (over +0.5 sg) rate,"Reiter, Charles",null,null,null,null,null,null,null,null,30,0.1,null,null
l24_months,good shot (over +0.5 sg) rate,"Smylie, Elvis",null,null,null,null,null,null,null,null,22,0.136,null,null
l24_months,good shot (over +0.5 sg) rate,"Matthews, Brandon",null,null,null,null,null,null,null,null,23,0,null,null
l24_months,good shot (over +0.5 sg) rate,"Penge, Marco",21,0,null,null,null,null,null,null,23,0.087,null,null
l24_months,good shot (over +0.5 sg) rate,"McKibbin, Tom",null,null,null,null,106,0.028,56,0.071,22,0.045,null,null
l24_months,good shot (over +0.5 sg) rate,"Shattuck, Braden",null,null,null,null,null,null,null,null,37,0.054,null,null
