time_period,stat,player_name,50_100_fw_shot_count,50_100_fw_value,100_150_fw_shot_count,100_150_fw_value,150_200_fw_shot_count,150_200_fw_value,over_200_fw_shot_count,over_200_fw_value,under_150_rgh_shot_count,under_150_rgh_value,over_150_rgh_shot_count,over_150_rgh_value
l24_months,sg per shot,"Bradley, Keegan",205,0.049,615,0.034,934,0.031,458,0.021,283,-0.006,264,-0.005
l24_months,sg per shot,"Taylor, Nick",166,0.034,636,0.034,911,0.01,503,0.021,230,0.018,295,0.033
l24_months,sg per shot,"Mitchell, Keith",228,-0.007,485,0.032,723,0.002,378,0.035,377,0.016,223,0.01
l24_months,sg per shot,"Kim, Michael",201,0.033,562,0.031,822,0.007,413,-0.002,296,0.003,303,0.027
l24_months,sg per shot,"Davis, Cam",191,0.03,437,0.031,744,0.003,391,-0.021,253,-0.025,286,-0.044
l24_months,sg per shot,"Dahmen, Joel",203,-0.006,519,0.031,762,0.022,352,0.022,215,-0.021,184,0.002
l24_months,sg per shot,"Bryan, Wesley",63,0.02,133,0.031,178,-0.007,96,0.006,108,-0.017,76,-0.059
l24_months,sg per shot,"Lindheim, Nicholas",41,-0.134,125,0.03,154,-0.019,72,-0.091,56,-0.019,54,-0.08
l24_months,sg per shot,"Grillo, Emiliano",166,0.045,653,0.029,984,0.028,471,0.027,246,0.002,271,0.008
l24_months,sg per shot,"Bhatia, Akshay",272,-0.006,648,0.029,972,0.036,499,0.044,308,-0.004,279,-0.009
l24_months,sg per shot,"Cantlay, Patrick",197,0.006,513,0.028,714,0.037,413,0.007,267,-0.002,250,0.045
l24_months,sg per shot,"Harman, Brian",251,0.043,666,0.028,1022,0.012,543,-0.002,263,0.006,277,0.002
l24_months,sg per shot,"Sigg, Greyson",135,0.039,528,0.027,734,0.005,334,0.021,190,0.029,231,0.038
l24_months,sg per shot,"Norlander, Henrik",107,-0.046,446,0.026,684,0.044,309,0.011,163,-0.019,206,0.051
l24_months,sg per shot,"Burns, Sam",251,0.002,689,0.025,919,0.011,511,-0.013,281,0.001,271,-0.001
l24_months,sg per shot,"Thompson, Davis",245,0.029,666,0.025,939,0.027,457,-0.002,314,-0.021,282,-0.074
l24_months,sg per shot,"Lipsky, David",128,-0.022,493,0.025,650,0.017,314,0.031,201,0.016,195,-0.067
l24_months,sg per shot,"Gutschewski, Scott",55,-0.014,157,0.025,196,-0.056,98,-0.063,69,0.011,83,-0.078
l24_months,sg per shot,"Lee, K.H.",122,0.008,310,0.024,509,-0.012,224,-0.052,164,-0.006,154,-0.091
l24_months,sg per shot,"Horschel, Billy",130,0.015,412,0.023,660,0.015,299,0.006,193,0.017,210,-0.039
l24_months,sg per shot,"Perez, Victor",139,-0.051,480,0.023,821,0.034,382,-0.007,267,0.029,236,0.043
l24_months,sg per shot,"Rose, Justin",132,0.029,420,0.022,691,0.009,360,0.006,181,-0.02,212,-0.006
l24_months,sg per shot,"Molinari, Francesco",85,0.043,234,0.022,413,0.035,200,-0.039,76,0.009,102,-0.007
l24_months,sg per shot,"Knapp, Jake",174,0.001,520,0.022,755,-0.025,421,0.011,300,0.015,326,-0.001
l24_months,sg per shot,"Hodges, Lee",158,0.012,600,0.021,849,0.016,413,0.05,222,-0.02,223,0.049
l24_months,sg per shot,"Hojgaard, Rasmus",96,-0.08,264,0.021,366,-0.002,226,-0.003,163,0.035,155,0.002
l24_months,sg per shot,"Pak, John",77,0.014,231,0.021,313,0.015,162,-0.013,90,-0.056,93,0.016
l24_months,sg per shot,"Kohles, Ben",219,0.021,540,0.021,818,0.025,423,0.033,157,-0.046,190,0.008
l24_months,sg per shot,"Hatton, Tyrrell",48,0.021,118,0.021,226,0.047,134,0.017,51,-0.08,54,0.102
l24_months,sg per shot,"Putnam, Andrew",175,-0.017,485,0.02,861,0.007,414,0.02,158,0.04,236,0.03
l24_months,sg per shot,"Crowe, Trace",83,-0.027,220,0.02,299,0.009,156,-0.027,134,-0.014,120,-0.052
l24_months,sg per shot,"Power, Seamus",145,0.045,633,0.02,949,-0.004,392,0.015,250,0.026,267,-0.032
l24_months,sg per shot,"Clark, Wyndham",220,0.063,586,0.019,760,0.003,426,0.013,301,0.017,284,-0.054
l24_months,sg per shot,"McIlroy, Rory",139,-0.034,481,0.018,670,0.013,360,0.047,271,0.02,236,0.084
l24_months,sg per shot,"Potgieter, Aldrich",64,-0.036,169,0.018,234,-0.001,114,-0.003,104,-0.048,73,-0.073
l24_months,sg per shot,"Van Rooyen, Erik",197,-0.017,507,0.018,746,0.016,390,0.007,270,-0.03,254,0.004
l24_months,sg per shot,"Kitayama, Kurt",165,0.059,552,0.017,763,0.033,371,0.057,289,0.021,258,0.031
l24_months,sg per shot,"Berger, Daniel",140,0.05,477,0.017,860,0.034,391,-0.004,165,0.003,206,0.01
l24_months,sg per shot,"Ghim, Doug",205,0.053,609,0.017,854,0.033,408,0.014,248,0.041,225,-0.003
l24_months,sg per shot,"Wu, Dylan",110,0.012,387,0.017,548,-0.01,247,-0.037,158,0.003,182,0.006
l24_months,sg per shot,"Kim, Si Woo",245,0.039,624,0.016,1001,0.03,541,0.058,260,-0.003,272,0.001
l24_months,sg per shot,"McGreevy, Max",64,0.062,310,0.016,462,-0.022,217,0.017,97,-0.013,117,0.002
l24_months,sg per shot,"Meissner, Mac",172,0.026,502,0.015,779,0.029,363,0.021,246,0.001,259,-0.01
l24_months,sg per shot,"Fowler, Rickie",165,0.015,640,0.015,830,0.002,392,0.005,246,0.018,303,-0.004
l24_months,sg per shot,"Fox, Ryan",163,0.007,566,0.015,718,-0.01,371,-0.015,315,0.028,321,0.051
l24_months,sg per shot,"Phillips, Chandler",166,0.008,555,0.014,751,-0.011,387,0.018,275,0.004,256,-0.051
l24_months,sg per shot,"DeChambeau, Bryson",32,0.116,84,0.014,155,0.001,91,0.026,50,-0.007,47,-0.023
l24_months,sg per shot,"Noren, Alex",117,-0.015,348,0.014,628,0.005,324,0.019,138,0.042,189,0.058
l24_months,sg per shot,"Peterson, Paul",83,0.094,196,0.014,319,-0.036,164,-0.012,75,0.052,62,-0.121
l24_months,sg per shot,"Hall, Harry",221,0.041,574,0.014,817,-0.019,416,0.007,303,0.003,317,-0.013
l24_months,sg per shot,"Sloan, Roger",92,0.087,225,0.013,297,-0.01,145,-0.034,111,0.032,85,-0.033
l24_months,sg per shot,"Lower, Justin",162,0.021,629,0.012,858,-0.007,381,-0.027,244,0.054,282,0
l24_months,sg per shot,"Eckroat, Austin",213,0.001,608,0.012,907,0.033,477,0.029,253,0.027,232,-0.03
l24_months,sg per shot,"Pendrith, Taylor",185,0.032,632,0.012,758,0.013,400,0.004,308,0.007,263,0.026
l24_months,sg per shot,"Aberg, Ludvig",188,0.041,619,0.011,748,0.034,434,0.037,243,-0.001,255,-0.001
l24_months,sg per shot,"Rozner, Antoine",63,0.04,233,0.011,361,0.024,171,0.081,107,-0.001,130,0
l24_months,sg per shot,"Hoffman, Charley",135,-0.012,346,0.011,491,0.015,237,-0.026,226,0.017,186,0.019
l24_months,sg per shot,"Wu, Brandon",80,0.005,239,0.011,362,-0.021,184,-0.045,113,-0.022,136,0.026
l24_months,sg per shot,"Valimaki, Sami",137,-0.033,474,0.011,780,0.005,356,0.051,216,0.025,247,0.009
l24_months,sg per shot,"Poston, J.T.",217,0.002,644,0.011,983,0.015,490,0.007,271,-0.042,292,0.042
l24_months,sg per shot,"Young, Carson",179,-0.023,564,0.01,750,0.001,382,0.002,192,0.017,209,0.002
l24_months,sg per shot,"Kim, Chan",138,0.01,526,0.009,759,0.013,349,0,259,0.008,226,0.033
l24_months,sg per shot,"Day, Jason",134,0.047,476,0.009,743,-0.038,392,0.001,211,0.026,266,0
l24_months,sg per shot,"Cauley, Bud",146,0.094,473,0.009,653,0.028,299,-0.019,199,-0.016,212,-0.001
l24_months,sg per shot,"Norgaard, Niklas",74,-0.025,157,0.008,247,-0.021,122,0.048,124,-0.075,94,0.033
l24_months,sg per shot,"Novak, Andrew",215,0.018,602,0.008,902,0.015,453,0.013,295,0.015,319,-0.016
l24_months,sg per shot,"McCarthy, Denny",211,0.015,635,0.008,1023,0.02,485,0.011,218,0.021,341,-0.01
l24_months,sg per shot,"Widing, Tim",58,-0.157,134,0.008,207,-0.045,120,-0.033,87,-0.007,88,0.002
l24_months,sg per shot,"Griffin, Ben",202,0.029,689,0.008,1003,0.01,521,0.044,365,0.034,389,0.035
l24_months,sg per shot,"Byrd, Jonathan",40,0.047,93,0.007,140,-0.067,61,-0.075,50,0.011,47,0.023
l24_months,sg per shot,"Finau, Tony",152,0.012,555,0.007,781,0.033,409,0.044,252,0.011,292,0.076
l24_months,sg per shot,"Gerard, Ryan",98,0.005,313,0.007,482,0.012,251,0.062,137,0.044,149,0.02
l24_months,sg per shot,"Johnson, Zach",152,0.011,372,0.007,565,0.002,258,-0.012,110,-0.022,165,0.013
l24_months,sg per shot,"Dunlap, Nick",173,-0.007,493,0.007,685,0.008,363,0.021,286,-0.02,336,0.04
l24_months,sg per shot,"Rahm, Jon",44,0.086,94,0.006,172,0.007,101,0.041,33,-0.015,49,0.113
l24_months,sg per shot,"Greyserman, Max",204,-0.034,542,0.006,752,0.002,391,0.016,312,-0.028,282,-0.011
l24_months,sg per shot,"Zalatoris, Will",122,-0.036,363,0.006,575,0.044,297,0.021,174,0,219,0.058
l24_months,sg per shot,"Coody, Parker",58,0.008,185,0.006,255,0.011,116,-0.016,102,0.03,108,-0.03
l24_months,sg per shot,"Vegas, Jhonattan",144,-0.047,464,0.006,674,0.017,335,0.029,244,0.019,263,0.022
l24_months,sg per shot,"Merritt, Troy",93,0,291,0.006,437,-0.012,204,-0.037,156,0.039,128,0.002
l24_months,sg per shot,"Theegala, Sahith",157,-0.018,555,0.006,847,0.007,421,0.01,293,0.009,336,0.036
l24_months,sg per shot,"Schenk, Adam",245,-0.043,539,0.006,778,-0.004,386,-0.015,304,-0.004,278,-0.089
l24_months,sg per shot,"Suber, Jackson",92,0.031,224,0.005,328,0.001,173,0.037,155,-0.014,114,-0.03
l24_months,sg per shot,"Yu, Kevin",205,-0.018,572,0.004,792,0.028,406,0.039,299,-0.048,253,0.005
l24_months,sg per shot,"Detry, Thomas",192,-0.001,576,0.004,797,0.006,423,-0.022,243,-0.055,315,0.035
l24_months,sg per shot,"Coody, Pierceson",132,0.019,384,0.004,484,-0.02,252,-0.034,231,-0.064,148,-0.062
l24_months,sg per shot,"Villegas, Camilo",158,0.041,379,0.003,553,-0.027,270,-0.075,225,0.049,272,-0.008
l24_months,sg per shot,"Bridgeman, Jacob",165,-0.036,559,0.003,803,-0.002,384,0,286,-0.007,294,0.034
l24_months,sg per shot,"Covello, Vince",25,0.045,78,0.003,118,-0.025,56,-0.152,54,0.039,null,null
l24_months,sg per shot,"Svensson, Adam",182,-0.025,577,0.003,935,0.029,434,0.017,262,0.002,301,0.004
l24_months,sg per shot,"McNealy, Maverick",239,0.017,659,0.002,937,0.004,482,0.013,301,0.031,312,-0.005
l24_months,sg per shot,"Smalley, Alex",135,0.004,509,0.002,702,0.002,342,0.008,250,-0.014,227,-0.004
l24_months,sg per shot,"Noh, S.Y.",34,-0.021,82,0.002,112,-0.046,60,-0.027,44,0.146,47,0.027
l24_months,sg per shot,"Castillo, Ricky",104,-0.04,238,0.002,336,-0.036,169,-0.017,131,0.092,124,0.029
l24_months,sg per shot,"Wallace, Matt",149,0.044,363,0.001,664,0.009,342,-0.048,248,0.025,242,0.005
l24_months,sg per shot,"Clanton, Luke",102,-0.029,328,0.001,414,0.038,221,0.026,154,0.001,124,0.057
l24_months,sg per shot,"Lashley, Nate",134,0.009,410,0.001,604,-0.005,288,0.001,193,0.056,192,0.044
l24_months,sg per shot,"Hardy, Nick",173,0.012,448,0.001,618,-0.017,307,0.02,291,0.039,215,0.01
